"source_section","source_section_name","field_id","field_name","destination","destination_field_name","destination_format","frequency","transformation","quirks_notes","spec_source"
"S","KRA Submission Data","S-kra_validation_status","KRA Validation Status","kra","VALIDATION_STATUS","VARCHAR(20)","on-event","lookup against R","Status codes per Appendix A4: KYC Registered, On Hold, Rejected, etc","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/41"
"S","KRA Submission Data","S-kra_verification_date","KRA Verification Date","kra","VERIFICATION_DATE","DATE DD/MM/YYYY","one-time","formatted","Date of intermediary verification of documents","SEBI/HO/MIRSD/SECFATF/P/CIR/2023/169"
"S","KRA Submission Data","S-kra_verifier_designation","KRA Verifier Designation","kra","VERIFIER_DESIG","VARCHAR(50)","one-time","formatted","Designation of authorized person","SEBI/HO/MIRSD/SECFATF/P/CIR/2023/169"
"S","KRA Submission","S-kra_verifier_name","Compliance Verifier Name","aml-fiu","STR_REPORTER_NAME","VARCHAR(100)","on-event","[direct]","Principal Officer name on STR; PO must meet FIU minimum qualifications (Feb 2025 guidance)","FIU-IND-PO-GUIDANCE-25022025"
"S","KRA Submission Data","S-kra_verifier_name","KRA Verifier Name","kra","VERIFIER_NAME","VARCHAR(100)","one-time","formatted","Person who verified KYC at intermediary","SEBI/HO/MIRSD/SECFATF/P/CIR/2023/169"
"S","KRA Submission Data","S-kra_verifier_organization","KRA Verifier Organization","kra","VERIFIER_ORG","VARCHAR(100)","one-time","formatted","Intermediary name","SEBI/HO/MIRSD/SECFATF/P/CIR/2023/169"
"T","CKYC Submission Data","T-ckyc_branch_code","CKYC Branch Code","ckyc","BRANCH_CODE","VARCHAR(20)","one-time","[direct]","RE branch identifier","CKYC/2025/16"
"T","CKYC Submission Data","T-ckyc_document_submission_type","CKYC Document Submission Type","ckyc","DOCUMENT_SUBMISSION_TYPE","VARCHAR(30)","one-time","[direct]","CERTIFIED_COPIES/EKYC/OFFLINE_VERIFICATION/DIGITAL_KYC/E_DOCUMENT/VKYC","CKYC/2025/16"
"T","CKYC Submission Data","T-ckyc_fi_code","CKYC FI Code","ckyc","FI_CODE","VARCHAR(20)","one-time","[direct]","Financial institution code assigned by CERSAI; identifies RE","CKYC/2025/16"
"T","CKYC Submission Data","T-ckyc_kin_generated","CKYC KIN Generated","ckyc","KIN","CHAR(14)","on-event","[direct]","14-digit KIN if successful; masked with 'X' prefix in search responses post 20-Jan-2025","CKYC/2024/04"
"T","CKYC Submission Data","T-ckyc_reference_id","CKYC Reference ID","ckyc","REFERENCE_ID","CHAR(14)","one-time","[direct]","Unique document reference; returned in confirmed-match response (replaces KIN since 20-Jan-2025)","CKYC/2024/04"
"T","CKYC Submission Data","T-ckyc_rejection_reason","CKYC Rejection Reason","ckyc","REJECTION_REASON","VARCHAR(200)","on-event","formatted","Common: PAN structure, image DPI/size, master-list mismatch","CKYC/2025/16"
"T","CKYC Submission Data","T-ckyc_submission_date","CKYC Submission Date","ckyc","UPLOAD_DATE","DATETIME ISO 8601","one-time","formatted","Date uploaded to CKYCRR; mandatory since 01-Aug-2024 via dual-upload mandate","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/79"
"T","CKYC Submission Data","T-ckyc_submission_response","CKYC Submission Response","ckyc","RESPONSE_PAYLOAD","JSON","on-event","[direct]","Full CKYCRR API response","CKYC/2025/16"
"T","CKYC Submission Data","T-ckyc_submission_status","CKYC Submission Status","ckyc","UPLOAD_STATUS","CHAR(2)","on-event","[direct]","SU/AC/RJ; CKYCRR returns confirmed-match or fresh-upload result","CKYC/2025/16"
"T","CKYC Submission Data","T-ckyc_verifier_designation","CKYC Verifier Designation","ckyc","VERIFIER_DESIGNATION","VARCHAR(50)","one-time","formatted","Authorized official designation","CKYC/2025/16"
"T","CKYC Submission Data","T-ckyc_verifier_employee_code","CKYC Verifier Employee Code","ckyc","VERIFIER_EMPLOYEE_CODE","VARCHAR(20)","one-time","[direct]","RE employee code; mandatory","CKYC/2025/16"
"T","CKYC Submission Data","T-ckyc_verifier_name","CKYC Verifier Name","ckyc","VERIFIER_NAME","VARCHAR(100)","one-time","formatted","Person who verified KYC at RE","CKYC/2025/16"
"U","Exchange Registration (UCC)","U-bse_cd_activated","BSE CD Activation Flag","bse-ucc","BSE_CD_ACTIVATED","CHAR(1)","on-event","[direct]","Y on approval for BSE Currency Derivatives","BSE/20240223-42"
"U","Exchange Registration (UCC)","U-bse_cd_activated","BSE CD Activation Flag","mcx-ucc","_NA_","none","on-event","null-if-Z","BSE-specific","MCX/TECH/394/2023"
"U","Exchange Registration (UCC)","U-bse_cd_activated","BSE CD Activation Flag","nse-ucc","_NA_","none","on-event","null-if-Z","BSE-specific","NSE/ISC/61817"
"U","Exchange Registration (UCC)","U-bse_cm_activated","BSE CM Activation Flag","bse-ucc","BSE_CM_ACTIVATED","CHAR(1)","on-event","[direct]","Y on approval for BSE Cash Market","BSE/20240223-42"
"U","Exchange Registration (UCC)","U-bse_cm_activated","BSE CM Activation Flag","mcx-ucc","_NA_","none","on-event","null-if-Z","BSE-specific","MCX/TECH/394/2023"
"U","Exchange Registration (UCC)","U-bse_cm_activated","BSE CM Activation Flag","nse-ucc","_NA_","none","on-event","null-if-Z","BSE-specific","NSE/ISC/61817"
"U","Exchange Registration (UCC)","U-bse_fno_activated","BSE F&O Activation Flag","bse-ucc","BSE_FNO_ACTIVATED","CHAR(1)","on-event","[direct]","Y on approval for BSE Equity Derivatives","BSE/20240223-42"
"U","Exchange Registration (UCC)","U-bse_fno_activated","BSE F&O Activation Flag","mcx-ucc","_NA_","none","on-event","null-if-Z","BSE-specific","MCX/TECH/394/2023"
"U","Exchange Registration (UCC)","U-bse_fno_activated","BSE F&O Activation Flag","nse-ucc","_NA_","none","on-event","null-if-Z","BSE-specific","NSE/ISC/61817"
"U","Exchange Registration (UCC)","U-bse_ucc_status","BSE UCC Status","back-office","bse_ucc_status","VARCHAR(2)","on-event","[direct]","AP unlocks BSE order routing","[industry typical]"
"U","Exchange Registration (UCC)","U-bse_ucc_status","BSE UCC Status","bse-ucc","BSE_UCC_STATUS","CHAR(2)","on-event","[direct]","Approved/Rejected/On-Hold; post-registration name/DOB modification requires Unfreeze request with re-verification against Protean","BSE/20240223-42"
"U","Exchange Registration (UCC)","U-bse_ucc_status","BSE UCC Status","mcx-ucc","_NA_","none","on-event","null-if-Z","BSE-specific","MCX/TECH/394/2023"
"U","Exchange Registration (UCC)","U-bse_ucc_status","BSE UCC Status","nse-ucc","_NA_","none","on-event","null-if-Z","BSE-specific status","NSE/ISC/61817"
"U","Exchange Registration (UCC)","U-mcx_client_category","MCX Client Category","back-office","mcx_client_cat","VARCHAR(2)","on-modify","[direct]","HE/SP/AR; impacts commodity position limits","[industry typical]"
"U","Exchange Registration (UCC)","U-mcx_client_category","MCX Client Category","bse-ucc","_NA_","none","one-time","null-if-Z","MCX-specific","BSE/20240223-42"
"U","Exchange Registration (UCC)","U-mcx_client_category","MCX Client Category","contract-notes","ClientCategory","CHAR(2)","on-trade","[direct]","HE=Hedger / SP=Speculator / AR=Arbitrageur; appears on MCX commodity contract notes","MCXCCL/RISK/184/2025"
"U","Exchange Registration (UCC)","U-mcx_client_category","MCX Client Category","mcx-ucc","CLIENT_CATEGORY_COM","CHAR(2)","one-time","[direct]","Mandatory: HE=Hedger, SP=Speculator, AR=Arbitrageur, Farmer, VCP=Value Chain Participant, DFI, Foreign, Other; bulk disclosure required for COM segment","MCX/TECH/394/2023"
"U","Exchange Registration (UCC)","U-mcx_client_category","MCX Client Category","nse-ucc","_NA_","none","one-time","null-if-Z","MCX-specific","NSE/ISC/61817"
"U","Exchange Registration (UCC)","U-mcx_client_category","MCX Client Category","regulatory-reports","ClientCategory","CHAR(2)","daily","[direct]","bulk category-disclosure file (COM segment) per UCC Master Circular Annexure","NSE/ISC/61817"
"U","Exchange Registration (UCC)","U-mcx_client_category","MCX Client Category","rms","mcx_category","VARCHAR(2)","on-modify","[direct]","Hedger gets higher position limits than Speculator","[industry typical]"
"U","Exchange Registration (UCC)","U-mcx_com_activated","MCX COM Activation Flag","bse-ucc","_NA_","none","on-event","null-if-Z","MCX-specific","BSE/20240223-42"
"U","Exchange Registration (UCC)","U-mcx_com_activated","MCX COM Activation Flag","mcx-ucc","MCX_COM_ACTIVATED","CHAR(1)","on-event","[direct]","Y after MCX UCC approval; commodity-trade-only exchange","MCX/TECH/394/2023"
"U","Exchange Registration (UCC)","U-mcx_com_activated","MCX COM Activation Flag","nse-ucc","_NA_","none","on-event","null-if-Z","MCX-specific","NSE/ISC/61817"
"U","Exchange Registration (UCC)","U-mcx_error_account","MCX ERROR Account UCC","bse-ucc","_NA_","none","one-time","null-if-Z","MCX-specific","BSE/20240223-42"
"U","Exchange Registration (UCC)","U-mcx_error_account","MCX ERROR Account UCC","mcx-ucc","ERROR_UCC","VARCHAR(10)","one-time","[direct]","Designated 'ERROR' UCC on member's PAN required; only square-off trades allowed; Rs.10000/day penalty for fresh trades","MCX/S&I/644/2024"
"U","Exchange Registration (UCC)","U-mcx_error_account","MCX ERROR Account UCC","nse-ucc","_NA_","none","one-time","null-if-Z","MCX-specific operational requirement","NSE/ISC/61817"
"U","Exchange Registration (UCC)","U-mcx_ucc_status","MCX UCC Status","back-office","mcx_ucc_status","VARCHAR(2)","on-event","[direct]","AP unlocks MCX order routing","[industry typical]"
"U","Exchange Registration (UCC)","U-mcx_ucc_status","MCX UCC Status","bse-ucc","_NA_","none","on-event","null-if-Z","MCX-specific","BSE/20240223-42"
"U","Exchange Registration (UCC)","U-mcx_ucc_status","MCX UCC Status","mcx-ucc","MCX_UCC_STATUS","CHAR(2)","on-event","[direct]","Approved/Rejected/Pending; ERROR account (member PAN as client code 'ERROR') required before placing orders; penalty Rs.10000/month for missing ERROR account","MCX/S&I/644/2024"
"U","Exchange Registration (UCC)","U-mcx_ucc_status","MCX UCC Status","nse-ucc","_NA_","none","on-event","null-if-Z","MCX-specific","NSE/ISC/61817"
"U","Exchange Registration (UCC)","U-nse_cd_activated","NSE CD Activation Flag","bse-ucc","_NA_","none","on-event","null-if-Z","NSE-specific","BSE/20240223-42"
"U","Exchange Registration (UCC)","U-nse_cd_activated","NSE CD Activation Flag","mcx-ucc","_NA_","none","on-event","null-if-Z","NSE-specific","MCX/TECH/394/2023"
"U","Exchange Registration (UCC)","U-nse_cd_activated","NSE CD Activation Flag","nse-ucc","NSE_CD_ACTIVATED","CHAR(1)","on-event","[direct]","Y on approval for Currency Derivatives segment","NSE/ISC/61817"
"U","Exchange Registration (UCC)","U-nse_cm_activated","NSE CM Activation Flag","bse-ucc","_NA_","none","on-event","null-if-Z","NSE-specific; not on BSE UCC","BSE/20240223-42"
"U","Exchange Registration (UCC)","U-nse_cm_activated","NSE CM Activation Flag","mcx-ucc","_NA_","none","on-event","null-if-Z","NSE-specific","MCX/TECH/394/2023"
"U","Exchange Registration (UCC)","U-nse_cm_activated","NSE CM Activation Flag","nse-ucc","NSE_CM_ACTIVATED","CHAR(1)","on-event","[direct]","Y on UCC approval for CM segment","NSE/ISC/61817"
"U","Exchange Registration (UCC)","U-nse_com_activated","NSE COM Activation Flag","bse-ucc","_NA_","none","on-event","null-if-Z","NSE-specific","BSE/20240223-42"
"U","Exchange Registration (UCC)","U-nse_com_activated","NSE COM Activation Flag","mcx-ucc","_NA_","none","on-event","null-if-Z","NSE-specific (MCX has its own COM activation)","MCX/TECH/394/2023"
"U","Exchange Registration (UCC)","U-nse_com_activated","NSE COM Activation Flag","nse-ucc","NSE_COM_ACTIVATED","CHAR(1)","on-event","[direct]","Y on approval for NSE Commodity segment (bulk category-disclosure required per master)","NSE/ISC/61817"
"U","Exchange Registration (UCC)","U-nse_fno_activated","NSE F&O Activation Flag","bse-ucc","_NA_","none","on-event","null-if-Z","NSE-specific","BSE/20240223-42"
"U","Exchange Registration (UCC)","U-nse_fno_activated","NSE F&O Activation Flag","mcx-ucc","_NA_","none","on-event","null-if-Z","NSE-specific","MCX/TECH/394/2023"
"U","Exchange Registration (UCC)","U-nse_fno_activated","NSE F&O Activation Flag","nse-ucc","NSE_FNO_ACTIVATED","CHAR(1)","on-event","[direct]","Y on UCC approval for F&O; income-proof check","NSE/ISC/61817"
"U","Exchange Registration (UCC)","U-nse_ucc_status","NSE UCC Status","back-office","nse_ucc_status","VARCHAR(2)","on-event","[direct]","AP/RJ/PE; AP unlocks NSE order routing","[industry typical]"
"U","Exchange Registration (UCC)","U-nse_ucc_status","NSE UCC Status","bse-ucc","_NA_","none","on-event","null-if-Z","NSE-specific status field","BSE/20240223-42"
"U","Exchange Registration (UCC)","U-nse_ucc_status","NSE UCC Status","contract-notes","none","none","on-trade","null-if-Z","trade rejected upstream if UCC not AP=Approved; not printed on ECN","NSE/ISC/61817"
"U","Exchange Registration (UCC)","U-nse_ucc_status","NSE UCC Status","mcx-ucc","_NA_","none","on-event","null-if-Z","NSE-specific status field","MCX/TECH/394/2023"
"U","Exchange Registration (UCC)","U-nse_ucc_status","NSE UCC Status","nse-ucc","NSE_UCC_STATUS","CHAR(2)","on-event","[direct]","A=Approved, X=Mismatch/Rejected (3-param Protean failure), Active/Inactive/Closed status; 'Closed' for incomplete data clients","NSE/ISC/47869"
"U","Exchange Registration (UCC)","U-nse_ucc_status","NSE UCC Status","rms","nse_status","VARCHAR(2)","on-event","[direct]","non-AP blocks NSE order entry at pre-trade","[industry typical]"
"U","Exchange Registration (UCC)","U-suspense_account","Suspense UCC (SUSPE1234N)","bse-ucc","SUSPE_UCC","VARCHAR(10)","one-time","[direct]","Cross-exchange industry requirement; back-office only","[industry typical]"
"U","Exchange Registration (UCC)","U-suspense_account","Suspense UCC (SUSPE1234N)","mcx-ucc","SUSPE_UCC","VARCHAR(10)","one-time","[direct]","Per MCXCCL/INSP/248/2024: SUSPE1234N for unidentified client funds; must not be created in MCX UCC db; upstream funds by deadline","MCXCCL/INSP/248/2024"
"U","Exchange Registration (UCC)","U-suspense_account","Suspense UCC (SUSPE1234N)","nse-ucc","SUSPE_UCC","VARCHAR(10)","one-time","[direct]","Designated 'SUSPE1234N' on member PAN for unidentified credits; not created in Exchange UCC db (no orders allowed); deadline Dec 19 2024","NSE/INSP/68566"
"U","Exchange Registration (UCC)","U-ucc_client_type","UCC Client Type","aml-fiu","CLIENT_TYPE","CHAR(2)","on-event","[direct]","IN/HU/NR/CO; STR uses to distinguish corporate vs individual typologies","FIU-IND-REPORTING-FORMAT-V114"
"U","Exchange Registration (UCC)","U-ucc_client_type","UCC Client Type","back-office","ucc_type_cd","VARCHAR(2)","on-modify","[direct]","IN/HU/NR/CO; drives charges schedule and AML segmentation","[industry typical]"
"U","Exchange Registration (UCC)","U-ucc_client_type","UCC Client Category","bse-ucc","CLIENT_CATEGORY","CHAR(2)","one-time","[direct]","FDI and DR categories split effective Jan 11 2025; existing FDI/DR accounts must be reclassified","BSE/20250110-47"
"U","Exchange Registration (UCC)","U-ucc_client_type","UCC Client Category","mcx-ucc","CLIENT_CATEGORY","CHAR(2)","one-time","[direct]","MCX category set: HE/SP/AR/Farmer/VCP/DFI/Foreign/Other (commodity-specific)","MCX/TECH/394/2023"
"U","Exchange Registration (UCC)","U-ucc_client_type","UCC Client Category","nse-ucc","CLIENT_CATEGORY","CHAR(2)","one-time","[direct]","IN=Individual, HU=HUF, NR=NRI, CO=Corporate; FDI/DR split applies","NSE/ISC/61817"
"U","Exchange Registration (UCC)","U-ucc_client_type","UCC Client Type","regulatory-reports","ClientType","CHAR(2)","daily","lookup against R","IN/HU/NR/CO drives margin computation and segregation bucket in MG-12","NSE/ISC/61817"
"U","Exchange Registration (UCC)","U-ucc_client_type","UCC Client Type","rms","client_type","VARCHAR(2)","on-modify","[direct]","drives institutional vs retail exposure logic","[industry typical]"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","aml-fiu","CLIENT_CODE","VARCHAR(10)","on-event","[direct]","TS7 brokerage STR mandatory field; intermediary-assigned client code used as transaction-side identifier","FIU-IND-REPORTING-FORMAT-V114"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","back-office","ucc_code","VARCHAR(10)","one-time","uppercase","primary ledger key alongside PAN; appears on every trade record and contract note","[industry typical]"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","back-office","client_ledger_debit","NUMBER(15,2)","on-trade","derived from Y","per-trade ledger debit; aggregated nightly batch updates client ledger","SEBI/HO/MIRSD/POD-1/P/CIR/2025/94"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","back-office","client_ledger_credit","NUMBER(15,2)","on-trade","derived from Y","per-trade ledger credit on payout receipt","SEBI/HO/MIRSD/POD-1/P/CIR/2025/94"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","back-office","ledger_running_balance","NUMBER(15,2)","EOD","derived from Y","running ledger balance; basis for RAS sweep eligibility","SEBI/HO/MIRSD/POD-1/P/CIR/2023/193"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","back-office","contract_note_id","VARCHAR(30)","on-trade","derived from Y","ECN ID per client per day per exchange; SHA-256 hash of trade-set signed with DSC","NSE/INSP/53115"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","back-office","contract_note_format","VARCHAR(2)","on-trade","[direct]","Annexure A (CN-cum-tax-invoice) or Annexure B (separate); member's choice","NSE/INSP/53115"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","back-office","contract_note_dispatch_status","VARCHAR(2)","on-event","[direct]","DI=Dispatched, FA=Failed, PE=Pending; T+24h SLA per SEBI","NSE/INSP/53115"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","back-office","quarterly_stmt_dispatch_dt","DATE YYYYMMDD","on-event","derived from Y","quarterly statement dispatch date; mandatory via email per investor-servicing framework","SEBI/HO/MIRSD/POD-1/P/CIR/2025/94"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","back-office","ucc_modification_log_id","VARCHAR(20)","on-modify","[direct]","modification log row per UCC change; submitted to exchange via ENIT/BEFS","[industry typical]"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","bse-ucc","UCC","VARCHAR(10)","one-time","[direct]","Broker-assigned; primary key in BEFS UCC submission","BSE/20240223-42"
"U","Exchange Registration (UCC)","U-ucc_code","Unique Client Code","contract-notes","UCC","VARCHAR(10)","on-trade","uppercase","exchange-issued client identifier; mandatory on ECN line item per exchange","NSE/ISC/61817"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","dlt-comms","CLIENT_CODE_VAR","VARCHAR(10)","on-event","[direct]","printed in trade-confirm SMS to identify account; mandatory per SEBI Dec 2024 alert circular","SEBI/HO/MIRSD/POD-1/P/CIR/2025/94"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","mcx-ucc","UCC","VARCHAR(10)","one-time","[direct]","Broker-assigned; up to 5000 records per file upload (per MCX/S&I/742/2024)","MCX/S&I/742/2024"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","nse-ucc","UCC","VARCHAR(10)","one-time","[direct]","Broker-assigned alphanumeric code; primary key for client on NSE UCI Online","NSE/ISC/61817"
"U","Exchange Registration (UCC)","U-ucc_code","Unique Client Code","regulatory-reports","UCC","VARCHAR(10)","daily","uppercase","primary key in MG-12 / MG-13 / MG-18 client-margin files; designated SUSPE1234N for unidentified funds","NCL/CMPL/64088"
"U","Exchange Registration (UCC)","U-ucc_code","UCC for SLBM","regulatory-reports","UCC_SLBM","VARCHAR(10)","daily","uppercase","SLBS settlement-calendar circulars use UCC + member-code keying; first-leg Type L + reverse-leg Type P","NCL/CMPT/67763"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","rms","ucc","VARCHAR(10)","one-time","uppercase","primary key for per-client margin envelope; SEG file uses UCC","NCL/CMPT/55381"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","rms","ucc_position_key","VARCHAR(10)","on-trade","uppercase","UCC is the key for client-level position aggregation; SEG file primary key","NCL/CMPT/55381"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","rms","peak_margin_1130","NUMBER(15,2)","on-trade","derived from Y","11:30 IST snapshot; preserves margin position for DMF reconciliation","SEBI/HO/MRD2/DCAP/CIR/P/2020/127"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","rms","peak_margin_1230","NUMBER(15,2)","on-trade","derived from Y","12:30 IST snapshot; one of four daily peak captures","SEBI/HO/MRD2/DCAP/CIR/P/2020/127"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","rms","peak_margin_1330","NUMBER(15,2)","on-trade","derived from Y","13:30 IST snapshot; one of four daily peak captures","SEBI/HO/MRD2/DCAP/CIR/P/2020/127"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","rms","peak_margin_1430","NUMBER(15,2)","on-trade","derived from Y","14:30 IST snapshot; final peak of day; clearing-corp picks one at random per CC","SEBI/HO/MRD2/DCAP/CIR/P/2020/127"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","rms","surveillance_otr_flag","CHAR(1)","on-trade","derived from Y","OTR breach cooling-off flag; 15-min order cooling-off next day","NSE/SURV/45016"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","rms","surveillance_gsm_block_flag","CHAR(1)","on-trade","lookup against R","GSM-list scrip flag on the order; stage III/IV imposes 100% margin","NSE/SURV/74008"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","rms","surveillance_asm_margin_uplift","NUMBER(5,2)","on-trade","lookup against R","ASM stage margin uplift %; applied to scrip-level orders","NSE/SURV/74008"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","rms","seg_file_allocation","NUMBER(15,2)","EOD","derived from Y","SEG file (SEGCM/SEGTM) client-level allocation; SA01-SA06 reason codes on short-allocation","NCL/CMPT/55381"
"U","Exchange Registration (UCC)","U-ucc_code","UCC Code","rms","mg12_client_margin","NUMBER(15,2)","EOD","derived from Y","MG-12 client-level margin file row; submitted to clearing corp","NCL/CMPT/45516"
"U","Exchange Registration (UCC)","U-ucc_registration_date","UCC Registration Date","back-office","ucc_reg_date","DATE YYYYMMDD","one-time","formatted","audit field","[industry typical]"
"U","Exchange Registration (UCC)","U-ucc_registration_date","UCC Registration Date","bse-ucc","UCC_REG_DT","DATE DD/MM/YYYY","one-time","formatted","BEFS registration date","BSE/20240223-42"
"U","Exchange Registration (UCC)","U-ucc_registration_date","UCC Registration Date","mcx-ucc","UCC_REG_DT","DATE DDMMYYYY","one-time","formatted","Registration date in MCX UCC database","MCX/TECH/394/2023"
"U","Exchange Registration (UCC)","U-ucc_registration_date","UCC Registration Date","nse-ucc","UCC_REG_DT","DATE DDMMYYYY","one-time","formatted","Date of initial upload to UCI Online","NSE/ISC/61817"
"V","NRI-Specific Requirements","V-nre_nro_account_type","NRE/NRO Account Type","back-office","nre_nro_type","VARCHAR(3)","on-modify","[direct]","NRE/NRO; settlement routing rule in BO","[industry typical]"
"V","NRI-Specific Requirements","V-nre_nro_bank_account","NRE/NRO Bank Account","back-office","nre_nro_acct","VARCHAR(18)","on-modify","[direct]","settlement account for NRI funds payout","[industry typical]"
"V","NRI-Specific Requirements","V-nre_nro_ifsc","NRE/NRO IFSC","back-office","nre_nro_ifsc","CHAR(11)","on-modify","uppercase","NEFT/RTGS routing for NRI payout","[industry typical]"
"V","NRI-Specific","V-nre_nro_swift_code","SWIFT Code","aml-fiu","COUNTERPARTY_SWIFT","CHAR(11)","on-event","[direct]","CBWTR mandatory for foreign-leg bank ID; required when wire >Rs 5L per Rule 3(1)(D) PMLR","FIU-IND-CBWT-FAQ"
"V","NRI-Specific Requirements","V-nri_trading_route","NRI Trading Route","back-office","nri_route_cd","VARCHAR(2)","on-modify","[direct]","PI/NP; PI restricts to delivery-only (no intraday)","[industry typical]"
"V","NRI-Specific Requirements","V-nri_trading_route","NRI Trading Route","regulatory-reports","NRIRouteFlag","CHAR(2)","daily","[direct]","PI=PIS / NP=Non-PIS; permitted reason-code in SA01-06 short-allocation files (NRI trades = permitted reason)","NCL/CMPT/55381"
"V","NRI-Specific Requirements","V-nri_trading_route","NRI Trading Route","rms","nri_route","VARCHAR(2)","on-modify","[direct]","PI route hard-blocks intraday/F&O orders at pre-trade","[industry typical]"
"V","NRI-Specific","V-overseas_address_line1","Overseas Address Line1","aml-fiu","COUNTERPARTY_ADDRESS","VARCHAR(100)","on-event","[direct]","CBWTR counterparty address; required for international wire reporting","FIU-IND-CBWT-FAQ"
"V","NRI-Specific Requirements","V-overseas_address_line1","Overseas Address Line 1","back-office","ovs_addr1","VARCHAR(100)","on-modify","[direct]","NRI mandatory; FATCA correspondence address","[industry typical]"
"V","NRI-Specific","V-overseas_address_line1","Overseas Address Line1","fatca-crs","OVERSEAS_ADDR_L1","VARCHAR(100)","on-event","[direct]","NRI overseas residential address; CRS account-holder address","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"V","NRI-Specific","V-overseas_country","Overseas Country","aml-fiu","BENEFICIARY_COUNTRY","CHAR(2)","on-event","[direct]","CBWTR direction field ""P"" sender / ""R"" receiver; reports filed separately","FIU-IND-CBWT-FAQ"
"V","NRI-Specific Requirements","V-overseas_country","Overseas Country","back-office","ovs_country","CHAR(2)","on-modify","[direct]","ISO code; FATCA jurisdiction lookup","[industry typical]"
"V","NRI-Specific","V-overseas_country","Overseas Country","fatca-crs","OVERSEAS_COUNTRY","CHAR(2)","on-event","[direct]","NRI overseas address country; mandatory CRS indicia for non-resident accounts","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"V","NRI-Specific Requirements","V-pis_account_number","PIS Account Number","back-office","pis_acct_no","VARCHAR(20)","on-modify","[direct]","designated AD-bank PIS account; settlement route","[industry typical]"
"V","NRI-Specific Requirements","V-pis_account_number","PIS Bank Account Number","contract-notes","none","none","on-trade","[direct]","NRI ECN routes settlements to PIS bank account; reflected in running-account ledger not on per-trade ECN","[industry typical]"
"V","NRI-Specific Requirements","V-pis_bank_name","PIS Bank Name","back-office","pis_bank","VARCHAR(100)","on-modify","[direct]","displayed on NRI account-statement header","[industry typical]"
"V","NRI-Specific Requirements","V-pis_permission_status","PIS Permission Status","back-office","pis_status_flg","CHAR(1)","on-modify","[direct]","NRI mandatory; needed to enable NRI ledger flag","[industry typical]"
"V","NRI-Specific Requirements","V-repatriation_status","Repatriation Status","back-office","repat_status","VARCHAR(2)","on-modify","[direct]","RP/NR; impacts ledger account-bucket","[industry typical]"
"V","NRI-Specific Requirements","V-repatriation_status","Repatriation Status","rms","repat_flag","VARCHAR(2)","on-modify","[direct]","drives separate margin envelope (NRE vs NRO funds)","[industry typical]"
"V","NRI-Specific","V-tax_residency_certificate","Tax Residency Certificate","fatca-crs","TRC_DOCUMENT","BLOB","on-event","[direct]","NRI-only; supporting document for foreign-tax-residence claim; uploaded if claiming DTAA treaty benefits","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"W","Minor / Joint / POA Accounts","W-conversion_to_major_done","Conversion to Major Done","back-office","conv_major_flg","CHAR(1)","on-event","[direct]","if N past majority date, freeze account per 30-day rule","[industry typical]"
"W","Minor / Joint / POA Accounts","W-conversion_to_major_done","Conversion Done","rms","majority_done_flg","CHAR(1)","on-event","[direct]","N past majority freezes order entry at pre-trade","[industry typical]"
"W","Minor / Joint / POA Accounts","W-date_of_majority","Date of Majority","back-office","majority_date","DATE YYYYMMDD","on-modify","derived from Y","DOB+18yr; drives 30-day conversion-to-major workflow trigger","[industry typical]"
"W","Minor / Joint / POA Accounts","W-guardian_name","Guardian Name (Minor)","back-office","guardian_minor_nm","VARCHAR(100)","on-modify","[direct]","appears on minor account statement","[industry typical]"
"W","Minor / Joint / POA Accounts","W-guardian_pan","Guardian PAN","back-office","guardian_minor_pan","CHAR(10)","on-modify","uppercase","required for minor ledger","[industry typical]"
